"log_dt","shop_no","position","clk_cnt"
"2018-04-03","729497","0","1"
"2018-04-03","734344","2","2"
"2018-04-04","738822","4","1"
"2018-04-05","736825","1","2"
"2018-04-05","733313","1","1"
"2018-04-06","739032","1","2"
"2018-04-06","686690","0","3"
"2018-04-07","677753","1","1"
"2018-04-05","737910","2","3"
"2018-04-07","736716","0","1"
"2018-04-07","739095","0","3"
"2018-04-07","684027","4","1"
"2018-04-07","705274","2","1"
"2018-04-05","737375","0","2"
"2018-04-03","729672","1","1"
"2018-04-05","575245","3","1"
"2018-04-05","645995","4","1"
"2018-04-03","729494","3","2"
"2018-04-06","726479","2","1"
"2018-04-05","719249","0","1"
"2018-04-06","616322","0","2"
"2018-04-07","731290","4","2"
"2018-04-07","737652","2","1"
"2018-04-07","699546","4","2"
"2018-04-07","693672","1","2"
"2018-04-07","739474","2","1"
"2018-04-07","579192","3","1"
"2018-04-07","743130","2","1"
"2018-04-05","724421","1","1"
"2018-04-07","721229","2","3"
"2018-04-05","642986","4","1"
"2018-04-01","629770","0","1"
"2018-04-01","657574","3","1"
"2018-04-01","674038","4","1"
"2018-04-01","644337","1","1"
"2018-04-02","743739","2","1"
"2018-04-02","731319","0","1"
"2018-04-03","700715","4","1"
"2018-04-03","640263","4","1"
"2018-04-05","738954","4","1"
"2018-04-05","700904","2","1"
"2018-04-06","711968","4","1"
"2018-04-06","747795","0","2"
"2018-04-07","733836","2","1"
"2018-04-07","575236","4","1"
"2018-04-06","731169","1","1"
"2018-04-04","739458","4","1"
"2018-04-04","739732","1","1"
"2018-04-01","723078","1","6"
"2018-04-01","732290","4","6"
"2018-04-01","718879","0","4"
"2018-04-01","739215","1","3"
"2018-04-01","742986","4","1"
"2018-04-01","701698","0","2"
"2018-04-01","742391","0","3"
"2018-04-02","612258","4","3"
"2018-04-02","731467","0","2"
"2018-04-02","721895","0","2"
"2018-04-03","685536","1","1"
"2018-04-03","729805","3","1"
"2018-04-03","742407","0","1"
"2018-04-03","736839","1","1"
"2018-04-03","615731","2","1"
"2018-04-03","705994","2","1"
"2018-04-03","659573","4","1"
"2018-04-04","741054","0","2"
"2018-04-04","718831","4","2"
"2018-04-04","750135","4","2"
"2018-04-04","729592","0","2"
"2018-04-04","688547","3","1"
"2018-04-04","685385","2","1"
"2018-04-05","690154","0","3"
"2018-04-05","726732","3","2"
"2018-04-05","740957","2","6"
"2018-04-05","608634","0","1"
"2018-04-06","727695","1","4"
"2018-04-06","642986","2","4"
"2018-04-06","738126","2","1"
"2018-04-06","722694","2","1"
"2018-04-06","708046","2","1"
"2018-04-06","685755","1","4"
"2018-04-07","702937","1","3"
"2018-04-07","697845","4","4"
"2018-04-07","732426","0","1"
"2018-04-07","740852","3","1"
"2018-04-07","695507","1","1"
"2018-04-07","657909","0","2"
"2018-04-07","615044","0","4"
"2018-04-05","729587","1","1"
"2018-04-04","733836","2","1"
"2018-04-02","701953","4","1"
"2018-04-01","673918","4","1"
"2018-04-06","744068","2","2"
"2018-04-01","607240","2","1"
"2018-04-04","604474","2","1"
"2018-04-04","705894","2","1"
"2018-04-04","722655","3","1"
"2018-04-01","694618","3","1"
"2018-04-03","732132","0","1"
"2018-04-07","618547","4","1"
"2018-04-01","721226","4","4"
"2018-04-01","581963","0","1"
"2018-04-01","642198","0","2"
"2018-04-01","703233","4","3"
"2018-04-01","601160","3","4"
"2018-04-02","725176","4","1"
"2018-04-02","712784","3","2"
"2018-04-03","694618","3","3"
"2018-04-04","732909","3","3"
"2018-04-01","721226","2","8"
"2018-04-05","746107","2","3"
"2018-04-01","685309","1","1"
"2018-04-01","640845","2","4"
"2018-04-01","733528","1","1"
"2018-04-05","686282","3","2"
"2018-04-05","740891","0","3"
"2018-04-01","746021","2","1"
"2018-04-02","700449","4","1"
"2018-04-02","708972","2","1"
"2018-04-06","672877","2","1"
"2018-04-06","719232","1","1"
"2018-04-06","713869","0","2"
"2018-04-07","672431","0","1"
"2018-04-03","710955","2","1"
"2018-04-03","705469","1","3"
"2018-04-07","697901","1","4"
"2018-04-03","675548","1","1"
"2018-04-07","696554","4","4"
"2018-04-03","729014","3","1"
"2018-04-03","740361","0","1"
"2018-04-03","639428","0","2"
"2018-04-04","601342","0","1"
"2018-04-05","608413","4","2"
"2018-04-05","681954","3","1"
"2018-04-05","743222","0","4"
"2018-04-04","665387","1","2"
"2018-04-06","743534","1","5"
"2018-04-06","596445","2","1"
"2018-04-06","733348","0","2"
"2018-04-06","716832","2","1"
"2018-04-06","658159","2","1"
"2018-04-06","727013","1","3"
"2018-04-07","732432","4","3"
"2018-04-06","608634","4","1"
"2018-04-07","716445","0","1"
"2018-04-07","740852","4","1"
"2018-04-07","751930","2","1"
"2018-04-07","713140","3","1"
"2018-04-07","716691","3","1"
"2018-04-07","718879","3","2"
"2018-04-07","702253","0","3"
"2018-04-02","680083","2","1"
"2018-04-07","740414","0","1"
"2018-04-06","687254","4","1"
"2018-04-03","735057","1","1"
"2018-04-06","742589","0","2"
"2018-04-07","740015","2","2"
"2018-04-01","736483","4","3"
"2018-04-01","721161","4","1"
"2018-04-01","725980","2","2"
"2018-04-02","616196","0","2"
"2018-04-02","727941","3","1"
"2018-04-03","608327","2","1"
"2018-04-03","721226","1","2"
"2018-04-03","745141","3","1"
"2018-04-05","734947","0","1"
"2018-04-05","693672","4","1"
"2018-04-05","674067","3","2"
"2018-04-06","733641","0","1"
"2018-04-06","730158","1","1"
"2018-04-06","733551","4","1"
"2018-04-07","620259","4","1"
"2018-04-07","605911","2","1"
"2018-04-07","728525","1","1"
"2018-04-06","729254","3","1"
"2018-04-03","715863","0","1"
"2018-04-03","722273","2","2"
"2018-04-04","689572","0","1"
"2018-04-03","732290","4","1"
"2018-04-02","719323","2","1"
"2018-04-01","723052","1","1"
"2018-04-02","730130","0","1"
"2018-04-01","615329","1","10"
"2018-04-01","595143","4","1"
"2018-04-01","703277","0","2"
"2018-04-01","706189","3","2"
"2018-04-01","726242","1","4"
"2018-04-01","637833","1","3"
"2018-04-01","743130","3","1"
"2018-04-01","623922","4","2"
"2018-04-01","745480","4","6"
"2018-04-01","745652","1","3"
"2018-04-02","695755","0","1"
"2018-04-02","689222","0","1"
"2018-04-02","748373","1","2"
"2018-04-02","683516","4","3"
"2018-04-02","747656","0","1"
"2018-04-03","681835","1","3"
"2018-04-03","732909","4","1"
"2018-04-03","741541","1","1"
"2018-04-03","731319","4","3"
"2018-04-04","719755","3","2"
"2018-04-04","688149","1","1"
"2018-04-05","685310","4","5"
"2018-04-05","735057","1","1"
"2018-04-05","717088","3","2"
"2018-04-05","747809","0","1"
"2018-04-05","721088","4","1"
"2018-04-05","639103","3","1"
"2018-04-05","737643","0","1"
"2018-04-05","606382","4","2"
"2018-04-05","645962","2","1"
"2018-04-06","739272","0","7"
"2018-04-06","612470","1","1"
"2018-04-06","628585","0","2"
"2018-04-06","673932","3","1"
"2018-04-06","697320","3","2"
"2018-04-06","694470","2","1"
"2018-04-06","715875","0","1"
"2018-04-06","702915","0","2"
"2018-04-06","642747","2","3"
"2018-04-06","738650","3","3"
"2018-04-06","639111","0","6"
"2018-04-06","732239","0","2"
"2018-04-06","746554","1","5"
"2018-04-06","728542","0","1"
"2018-04-06","611907","0","2"
"2018-04-07","738650","4","6"
"2018-04-01","746554","0","3"
"2018-04-07","703277","1","2"
"2018-04-07","738376","4","1"
"2018-04-07","702902","3","2"
"2018-04-07","733434","4","1"
"2018-04-07","610959","3","2"
"2018-04-07","704947","1","1"
"2018-04-05","693095","3","2"
"2018-04-06","604546","3","2"
"2018-04-02","724633","0","2"
"2018-04-04","705894","4","5"
"2018-04-04","730456","2","1"
"2018-04-03","733939","1","1"
"2018-04-06","668146","0","2"
"2018-04-01","680079","0","2"
"2018-04-03","697901","3","2"
"2018-04-03","739243","3","2"
"2018-04-03","606407","0","3"
"2018-04-03","692815","1","1"
"2018-04-01","621029","1","2"
"2018-04-01","694350","4","1"
"2018-04-01","670467","0","3"
"2018-04-04","621207","4","2"
"2018-04-04","739308","4","2"
"2018-04-01","694101","1","2"
"2018-04-06","740935","0","2"
"2018-04-07","715155","2","4"
"2018-04-04","639111","1","2"
"2018-04-06","708984","1","1"
"2018-04-06","730975","4","2"
"2018-04-05","751105","1","3"
"2018-04-01","708600","0","1"
"2018-04-01","684025","1","1"
"2018-04-01","621327","2","2"
"2018-04-01","734533","4","1"
"2018-04-01","641982","1","1"
"2018-04-02","735076","1","1"
"2018-04-02","686074","1","2"
"2018-04-02","708823","4","1"
"2018-04-03","711556","4","1"
"2018-04-02","610029","0","1"
"2018-04-02","721088","1","2"
"2018-04-03","743235","1","2"
"2018-04-03","745749","4","2"
"2018-04-03","618547","3","1"
"2018-04-03","615756","0","1"
"2018-04-03","604601","1","1"
"2018-04-03","670462","0","1"
"2018-04-02","738783","2","1"
"2018-04-02","620520","4","1"
"2018-04-04","722059","4","2"
"2018-04-04","707187","1","1"
"2018-04-05","739714","2","2"
"2018-04-04","732105","2","1"
"2018-04-03","735496","4","3"
"2018-04-05","744798","3","5"
"2018-04-04","600066","2","2"
"2018-04-05","743165","3","2"
"2018-04-05","739943","0","3"
"2018-04-05","643202","3","1"
"2018-04-06","716879","0","1"
"2018-04-03","742563","3","1"
"2018-04-06","657434","0","2"
"2018-04-05","742726","4","2"
"2018-04-06","731799","4","2"
"2018-04-06","632498","2","1"
"2018-04-06","741373","0","2"
"2018-04-03","738954","1","1"
"2018-04-05","719378","0","1"
"2018-04-05","734274","4","1"
"2018-04-06","645962","1","1"
"2018-04-04","721202","4","1"
"2018-04-04","744956","2","2"
"2018-04-07","682331","1","2"
"2018-04-07","692188","1","1"
"2018-04-04","698041","4","1"
"2018-04-07","644335","0","2"
"2018-04-07","689157","4","1"
"2018-04-07","743188","0","2"
"2018-04-07","751968","2","1"
"2018-04-07","728831","1","1"
"2018-04-05","744483","4","1"
"2018-04-05","733116","1","2"
"2018-04-01","594404","3","1"
"2018-04-06","634611","4","1"
"2018-04-06","733573","2","2"
"2018-04-05","743388","0","1"
"2018-04-06","751184","1","1"
"2018-04-05","730733","4","1"
"2018-04-06","723052","0","1"
"2018-04-06","731863","2","1"
"2018-04-07","702080","2","3"
"2018-04-02","730977","4","2"
"2018-04-05","653598","1","1"
"2018-04-07","726620","4","1"
"2018-04-07","688550","4","1"
"2018-04-05","726617","2","1"
"2018-04-07","609939","4","1"
"2018-04-05","602981","3","1"
"2018-04-05","729612","3","3"
"2018-04-07","742391","3","1"
"2018-04-03","648351","0","1"
"2018-04-05","677794","2","1"
"2018-04-05","658164","2","1"
"2018-04-06","738337","4","1"
"2018-04-02","663362","3","1"
"2018-04-06","719735","0","3"
"2018-04-06","602981","0","1"
"2018-04-06","742287","2","1"
"2018-04-03","632358","1","2"
"2018-04-07","653484","1","2"
"2018-04-07","702900","4","1"
"2018-04-07","657926","2","1"
"2018-04-07","709886","2","1"
"2018-04-07","643911","3","1"
"2018-04-05","728696","4","1"
"2018-04-06","653176","2","1"
"2018-04-05","752519","4","1"
"2018-04-05","737429","2","1"
"2018-04-02","744128","4","1"
"2018-04-03","714539","4","1"
"2018-04-07","665437","0","2"
"2018-04-03","709317","2","2"
"2018-04-01","601160","2","2"
"2018-04-01","736749","0","1"
"2018-04-01","735341","4","2"
"2018-04-01","707099","0","1"
"2018-04-01","726060","0","4"
"2018-04-01","746107","2","2"
"2018-04-01","744123","1","4"
"2018-04-02","615044","2","2"
"2018-04-02","722920","2","1"
"2018-04-03","731530","0","2"
"2018-04-03","617958","3","1"
"2018-04-04","732132","1","2"
"2018-04-04","639111","3","4"
"2018-04-04","653196","1","1"
"2018-04-04","738308","2","4"
"2018-04-05","737335","4","3"
"2018-04-05","682331","2","2"
"2018-04-05","712951","1","2"
"2018-04-05","737563","1","2"
"2018-04-05","719572","3","2"
"2018-04-05","733571","3","3"
"2018-04-07","736890","0","5"
"2018-04-07","642469","0","3"
"2018-04-07","733313","2","4"
"2018-04-07","644147","0","3"
"2018-04-07","688783","0","1"
"2018-04-07","734356","1","7"
"2018-04-07","742986","1","1"
"2018-04-07","673871","1","1"
"2018-04-07","749852","0","4"
"2018-04-07","729672","4","1"
"2018-04-01","622049","3","3"
"2018-04-04","706214","4","1"
"2018-04-01","692815","1","2"
"2018-04-01","734356","0","5"
"2018-04-05","675539","1","1"
"2018-04-01","694013","2","3"
"2018-04-01","704517","2","5"
"2018-04-01","708104","4","1"
"2018-04-01","736821","0","3"
"2018-04-01","654448","3","3"
"2018-04-01","732018","2","1"
"2018-04-01","707671","4","5"
"2018-04-01","646316","3","3"
"2018-04-02","693149","1","2"
"2018-04-02","639103","1","1"
"2018-04-01","566297","0","4"
"2018-04-02","726617","0","2"
"2018-04-02","725092","4","1"
"2018-04-02","627865","0","2"
"2018-04-03","746847","1","1"
"2018-04-03","616575","2","1"
"2018-04-04","701953","0","1"
"2018-04-04","639491","1","1"
"2018-04-03","737636","3","2"
"2018-04-03","738822","1","3"
"2018-04-04","677843","4","1"
"2018-04-05","689777","0","1"
"2018-04-05","724252","0","3"
"2018-04-03","688417","0","2"
"2018-04-03","735922","0","2"
"2018-04-03","602421","2","1"
"2018-04-04","656402","1","1"
"2018-04-04","735617","2","2"
"2018-04-05","689853","0","1"
"2018-04-05","723991","2","1"
"2018-04-05","729003","2","1"
"2018-04-05","730130","1","1"
"2018-04-05","737636","1","1"
"2018-04-05","656402","4","1"
"2018-04-05","610905","0","2"
"2018-04-05","716189","0","2"
"2018-04-05","733099","1","1"
"2018-04-05","749852","3","3"
"2018-04-05","743854","3","1"
"2018-04-05","638221","3","2"
"2018-04-05","600066","2","3"
"2018-04-05","738783","1","1"
"2018-04-05","744861","2","2"
"2018-04-05","729020","1","1"
"2018-04-05","709237","0","2"
"2018-04-03","698777","0","1"
"2018-04-05","717022","4","1"
"2018-04-06","721229","1","2"
"2018-04-06","733858","1","3"
"2018-04-05","717072","0","1"
"2018-04-04","722916","3","1"
"2018-04-06","737375","2","4"
"2018-04-04","598702","4","1"
"2018-04-06","649980","1","1"
"2018-04-04","751528","3","2"
"2018-04-04","653803","3","1"
"2018-04-04","731905","2","2"
"2018-04-06","733868","1","2"
"2018-04-06","710099","2","2"
"2018-04-06","741861","0","1"
"2018-04-07","746847","1","2"
"2018-04-06","730975","1","1"
"2018-04-06","741193","1","1"
"2018-04-04","631675","1","1"
"2018-04-07","742964","1","2"
"2018-04-07","733127","0","1"
"2018-04-07","606811","4","1"
"2018-04-07","725527","1","1"
"2018-04-07","687251","0","1"
"2018-04-07","670643","1","1"
"2018-04-07","688210","4","1"
"2018-04-07","655940","3","3"
"2018-04-07","742964","2","1"
"2018-04-07","736798","2","1"
"2018-04-07","639103","0","3"
"2018-04-07","648012","1","2"
"2018-04-07","657434","3","1"
"2018-04-05","671363","2","1"
"2018-04-07","637991","3","1"
"2018-04-05","655268","0","1"
"2018-04-07","683229","0","1"
"2018-04-07","739474","1","1"
"2018-04-07","700715","3","4"
"2018-04-07","740518","3","3"
"2018-04-07","638221","2","2"
"2018-04-07","605911","3","3"
"2018-04-05","743606","3","2"
"2018-04-05","738974","4","1"
"2018-04-06","726226","1","2"
"2018-04-06","674572","0","1"
"2018-04-07","750592","2","2"
"2018-04-06","637833","0","1"
"2018-04-02","611907","1","2"
"2018-04-02","737777","0","1"
"2018-04-07","734592","0","1"
"2018-04-05","678625","0","1"
"2018-04-01","686234","3","1"
"2018-04-07","728875","3","1"
"2018-04-02","730369","4","1"
"2018-04-07","684782","2","1"
"2018-04-01","734582","1","1"
"2018-04-06","734837","3","1"
"2018-04-07","729135","3","1"
"2018-04-02","617862","1","1"
"2018-04-02","664442","1","1"
"2018-04-07","725685","2","1"
"2018-04-03","742805","1","2"
"2018-04-05","615308","2","1"
"2018-04-05","740957","4","1"
"2018-04-05","626244","3","1"
"2018-04-07","715425","2","1"
"2018-04-03","641395","0","1"
"2018-04-07","681288","1","1"
"2018-04-05","733160","2","1"
"2018-04-03","739713","4","1"
"2018-04-03","708324","4","1"
"2018-04-04","641670","3","1"
"2018-04-01","741455","2","1"
"2018-04-03","729582","1","1"
"2018-04-06","680075","0","1"
"2018-04-07","606382","2","1"
"2018-04-05","676445","1","1"
"2018-04-06","741538","1","1"
"2018-04-05","724910","1","1"
"2018-04-03","647537","4","1"
"2018-04-01","700716","2","4"
"2018-04-01","732770","3","2"
"2018-04-01","695755","1","6"
"2018-04-01","742686","1","3"
"2018-04-01","734241","0","4"
"2018-04-01","717202","4","3"
"2018-04-01","619856","2","2"
"2018-04-01","733673","1","3"
"2018-04-01","638221","3","2"
"2018-04-01","724939","2","3"
"2018-04-01","635726","1","3"
"2018-04-01","723071","0","1"
"2018-04-01","723180","0","5"
"2018-04-02","745567","1","3"
"2018-04-03","718050","1","2"
"2018-04-03","729452","1","2"
"2018-04-03","743549","2","1"
"2018-04-04","664216","1","1"
"2018-04-04","711341","0","1"
"2018-04-04","632358","0","1"
"2018-04-04","736729","1","4"
"2018-04-05","734792","2","1"
"2018-04-05","687173","3","1"
"2018-04-05","749981","2","3"
"2018-04-05","688417","1","1"
"2018-04-05","743810","0","4"
"2018-04-05","745341","2","1"
"2018-04-07","672464","1","3"
"2018-04-07","616597","1","4"
"2018-04-07","711897","0","1"
"2018-04-07","739457","0","2"
"2018-04-07","721229","3","1"
"2018-04-07","736839","0","3"
"2018-04-07","693974","4","2"
"2018-04-07","631362","2","2"
"2018-04-07","637941","1","2"
"2018-04-07","727253","4","2"
"2018-04-03","742423","3","1"
"2018-04-03","615332","2","2"
"2018-04-03","721489","0","1"
"2018-04-01","733617","4","3"
"2018-04-01","738650","1","4"
"2018-04-07","726113","1","3"
"2018-04-06","720047","3","3"
"2018-04-05","722694","0","6"
"2018-04-02","617042","0","1"
"2018-04-02","612024","1","1"
"2018-04-05","567365","2","3"
"2018-04-06","747850","2","1"
"2018-04-07","656392","1","1"
"2018-04-03","686422","3","1"
"2018-04-03","749863","4","2"
"2018-04-02","658014","4","1"
"2018-04-01","694013","0","7"
"2018-04-01","698214","2","1"
"2018-04-01","705894","4","1"
"2018-04-02","710536","3","4"
"2018-04-03","710536","1","1"
"2018-04-03","726120","2","1"
"2018-04-04","674072","2","1"
"2018-04-01","693149","0","1"
"2018-04-01","734912","1","3"
"2018-04-01","576194","0","1"
"2018-04-02","716832","1","1"
"2018-04-01","730400","1","3"
"2018-04-04","694013","2","1"
"2018-04-04","700130","0","2"
"2018-04-06","736798","2","1"
"2018-04-06","743222","4","1"
"2018-04-07","740695","0","2"
"2018-04-01","644976","1","5"
"2018-04-07","733054","1","1"
"2018-04-07","669593","1","3"
"2018-04-07","642476","4","1"
"2018-04-01","722185","3","1"
"2018-04-03","738441","1","1"
"2018-04-02","693149","3","1"
"2018-04-03","646316","3","2"
"2018-04-02","740518","4","1"
"2018-04-02","719232","0","1"
"2018-04-04","722274","2","2"
"2018-04-05","700722","0","2"
"2018-04-02","733051","3","1"
"2018-04-02","727984","0","1"
"2018-04-04","662699","3","1"
"2018-04-06","753688","1","3"
"2018-04-06","661455","4","1"
"2018-04-05","640266","3","2"
"2018-04-05","692064","1","2"
"2018-04-04","700426","0","2"
"2018-04-05","732432","0","1"
"2018-04-04","702098","1","1"
"2018-04-04","746851","4","1"
"2018-04-05","748401","3","1"
"2018-04-05","655940","0","1"
"2018-04-03","610111","2","1"
"2018-04-05","610296","0","2"
"2018-04-05","601160","4","1"
"2018-04-05","731467","2","3"
"2018-04-06","752521","4","1"
"2018-04-06","680083","0","1"
"2018-04-05","712488","0","2"
"2018-04-06","620065","1","2"
"2018-04-06","620055","3","2"
"2018-04-05","614445","4","1"
"2018-04-07","705288","1","1"
"2018-04-05","737910","4","1"
"2018-04-06","700716","2","1"
"2018-04-07","635844","1","2"
"2018-04-07","628585","4","1"
"2018-04-07","675983","1","1"
"2018-04-03","638570","3","1"
"2018-04-07","720520","0","3"
"2018-04-07","716960","4","1"
"2018-04-07","749996","4","1"
